,Shipment_ID,Origin_Country,Destination_Country,Shipment_Date,Estimated_Arrival_Date,Actual_Arrival_Date,Transport_Mode,Carrier_Name,Route_Code,Declared_Value_USD,Tariff_Category,Route_Risk_Index,Inspection_Type,Delay_Reason,Customs_Delay_Days,Risk_Flag,Origin_City,Destination_City,Weight
2380,SHP002381,Australia,UAE,2019-02-18,2019-03-02,2019-03-02,Road,Carrier_49,R983,4855.5,Low,0.22,Document,"Suspected undervaluation, needs reassessment",0,0,Adelaide,Abu Dhabi,188
2381,SHP002382,China,Brazil,2019-05-14,2019-05-30,2019-05-31,Rail,Carrier_33,R562,13580.34,High,0.68,Document,"Incomplete paperwork, requires manual review",1,1,Shenzhen,Brasilia,436
2382,SHP002383,Japan,India,2023-05-26,2023-06-08,2023-06-12,Air,Carrier_49,R749,24834.87,Medium,0.66,Both,Random inspection selected,4,2,Tokyo,Kolkata,940
2383,SHP002384,India,Australia,2024-02-01,2024-03-01,2024-03-04,Rail,Carrier_30,R575,31042.98,Medium,0.64,Physical,Random inspection selected,3,1,Delhi,Perth,142
2384,SHP002385,Japan,South Africa,2021-08-13,2021-08-20,2021-08-22,Rail,Carrier_49,R342,39151.47,High,0.9,Document,"Suspected undervaluation, needs reassessment",2,1,Yokohama,Cape Town,129
2385,SHP002386,UAE,Japan,2024-08-09,2024-08-22,2024-08-26,Road,Carrier_8,R898,19900.88,Low,0.06,Both,Random inspection selected,4,2,Ajman,Kyoto,196
2386,SHP002387,UAE,Germany,2020-04-24,2020-05-16,2020-05-16,Sea,Carrier_23,R496,48398.64,Low,0.12,Document,Incorrect HS code classification,0,0,Abu Dhabi,Berlin,36
2387,SHP002388,Australia,Japan,2022-05-09,2022-06-08,2022-06-10,Rail,Carrier_27,R951,30129.22,High,0.54,Document,Tariff dispute pending resolution,2,1,Brisbane,Nagoya,99
2388,SHP002389,Brazil,South Africa,2023-01-22,2023-02-05,2023-02-05,Road,Carrier_27,R449,40294.1,Low,0.82,Physical,Tariff dispute pending resolution,0,0,Brasilia,Durban,22
2389,SHP002390,Australia,Germany,2022-04-27,2022-05-18,2022-05-19,Road,Carrier_18,R796,11608.04,High,0.77,Document,"Suspected undervaluation, needs reassessment",1,1,Sydney,Hamburg,121
2390,SHP002391,UK,Australia,2022-11-29,2022-12-27,2022-12-29,Rail,Carrier_1,R963,44191.87,Low,0.43,Both,"Suspected undervaluation, needs reassessment",2,1,Birmingham,Sydney,552
2391,SHP002392,UK,India,2021-06-13,2021-07-04,2021-07-06,Air,Carrier_27,R900,4690.75,Medium,0.44,Document,Tariff dispute pending resolution,2,1,Edinburgh,Delhi,946
2392,SHP002393,Australia,Japan,2024-04-02,2024-04-08,2024-04-16,Air,Carrier_37,R678,14591.41,Medium,0.39,Both,High-risk commodity flagged for inspection,8,2,Sydney,Nagoya,395
2393,SHP002394,UAE,India,2019-12-16,2019-12-22,2019-12-29,Rail,Carrier_49,R344,41213.09,Medium,0.9,Physical,High-risk commodity flagged for inspection,7,2,Dubai,Bangalore,123
2394,SHP002395,China,UAE,2020-11-18,2020-12-02,2020-12-02,Air,Carrier_11,R337,45558.66,High,0.14,Both,High-risk commodity flagged for inspection,0,0,Guangzhou,Abu Dhabi,515
2395,SHP002396,Brazil,Japan,2023-04-02,2023-04-07,2023-04-07,Rail,Carrier_46,R128,8628.13,Medium,0.86,Both,Random inspection selected,0,0,Salvador,Kyoto,434
2396,SHP002397,USA,Brazil,2022-10-28,2022-11-16,2022-11-16,Rail,Carrier_21,R897,18579.32,Medium,0.74,Physical,Tariff dispute pending resolution,0,0,Houston,Sao Paulo,597
2397,SHP002398,China,India,2023-04-16,2023-04-29,2023-04-29,Road,Carrier_34,R947,25015.84,Medium,0.54,Physical,"Incomplete paperwork, requires manual review",0,0,Beijing,Chennai,363
2398,SHP002399,India,Australia,2019-02-10,2019-02-23,2019-02-23,Air,Carrier_24,R458,36373.57,Low,0.75,Document,Tariff dispute pending resolution,0,0,Chennai,Adelaide,202
2399,SHP002400,Brazil,USA,2023-02-04,2023-02-19,2023-02-23,Sea,Carrier_31,R670,20797.47,Medium,0.99,Physical,"Suspected undervaluation, needs reassessment",4,2,Rio de Janeiro,Phoenix,487
2400,SHP002401,USA,China,2021-07-25,2021-08-22,2021-08-22,Air,Carrier_11,R225,9115.38,High,0.92,Both,Random inspection selected,0,0,Los Angeles,Shenzhen,54
2401,SHP002402,South Africa,UK,2023-08-26,2023-09-06,2023-09-06,Air,Carrier_35,R930,20335.64,Medium,0.46,Physical,Routine customs clearance without issue,0,0,Cape Town,Liverpool,905
2402,SHP002403,India,Japan,2020-10-07,2020-11-06,2020-11-06,Road,Carrier_37,R470,37063.24,High,0.79,Both,Tariff dispute pending resolution,0,0,Mumbai,Osaka,678
2403,SHP002404,Brazil,Japan,2020-04-15,2020-05-03,2020-05-03,Sea,Carrier_16,R299,14045.19,Medium,0.66,Physical,"Incomplete paperwork, requires manual review",0,0,Fortaleza,Tokyo,329
2404,SHP002405,Japan,India,2019-06-19,2019-06-29,2019-06-29,Rail,Carrier_20,R446,41960.28,High,0.1,Physical,"Suspected undervaluation, needs reassessment",0,0,Osaka,Mumbai,487
2405,SHP002406,China,USA,2024-06-26,2024-07-12,2024-07-12,Road,Carrier_24,R378,4518.57,High,0.05,Physical,"Suspected undervaluation, needs reassessment",0,0,Shanghai,Phoenix,951
2406,SHP002407,India,China,2022-01-07,2022-01-24,2022-01-29,Rail,Carrier_9,R995,15423.06,Low,0.25,Document,High-risk commodity flagged for inspection,5,2,Delhi,Shenzhen,66
2407,SHP002408,UK,South Africa,2021-11-01,2021-11-14,2021-11-14,Air,Carrier_4,R335,36712.29,Medium,0.21,Document,"Suspected undervaluation, needs reassessment",0,0,Birmingham,Pretoria,452
2408,SHP002409,South Africa,Germany,2021-04-06,2021-04-11,2021-04-15,Road,Carrier_33,R605,32341.22,Medium,0.43,Both,"Suspected undervaluation, needs reassessment",4,2,Port Elizabeth,Munich,905
2409,SHP002410,China,UAE,2019-07-20,2019-08-19,2019-08-21,Sea,Carrier_17,R443,29984.91,Medium,0.81,Physical,Random inspection selected,2,1,Shanghai,Ajman,1000
2410,SHP002411,South Africa,Japan,2024-08-10,2024-09-06,2024-09-10,Sea,Carrier_40,R749,8388.85,High,0.14,Physical,Incorrect HS code classification,4,2,Cape Town,Nagoya,943
2411,SHP002412,UK,South Africa,2024-06-02,2024-06-28,2024-07-04,Air,Carrier_2,R732,24923.82,Low,0.72,Physical,Routine customs clearance without issue,6,2,Manchester,Port Elizabeth,458
2412,SHP002413,South Africa,USA,2022-12-16,2022-12-25,2022-12-28,Air,Carrier_15,R821,23392.04,High,0.17,Physical,Routine customs clearance without issue,3,1,Pretoria,New York,732
2413,SHP002414,UAE,Japan,2024-09-01,2024-09-11,2024-09-11,Sea,Carrier_22,R648,33432.64,Medium,0.11,Physical,Routine customs clearance without issue,0,0,Abu Dhabi,Yokohama,682
2414,SHP002415,Australia,UAE,2019-12-08,2019-12-22,2019-12-24,Air,Carrier_2,R906,35882.22,Low,0.08,Document,High-risk commodity flagged for inspection,2,1,Perth,Abu Dhabi,242
2415,SHP002416,Brazil,Australia,2024-03-30,2024-04-11,2024-04-12,Rail,Carrier_11,R494,45283.54,High,0.93,Physical,"Suspected undervaluation, needs reassessment",1,1,Sao Paulo,Sydney,767
2416,SHP002417,India,Germany,2022-05-15,2022-06-09,2022-06-12,Rail,Carrier_47,R560,28915.68,Medium,0.33,Document,High-risk commodity flagged for inspection,3,1,Mumbai,Frankfurt,987
2417,SHP002418,Brazil,Germany,2022-11-04,2022-11-18,2022-11-21,Rail,Carrier_34,R607,31796.28,Medium,0.47,Document,Routine customs clearance without issue,3,1,Sao Paulo,Munich,906
2418,SHP002419,Brazil,Germany,2024-10-24,2024-11-19,2024-11-22,Sea,Carrier_11,R728,46235.63,High,0.58,Physical,"Suspected undervaluation, needs reassessment",3,1,Rio de Janeiro,Berlin,12
2419,SHP002420,Brazil,USA,2022-04-15,2022-05-05,2022-05-05,Rail,Carrier_4,R741,24909.45,High,0.25,Physical,Tariff dispute pending resolution,0,0,Rio de Janeiro,Chicago,799
2420,SHP002421,Japan,South Africa,2021-07-23,2021-08-12,2021-08-14,Rail,Carrier_9,R394,9605.16,Low,0.14,Physical,Random inspection selected,2,1,Nagoya,Port Elizabeth,252
2421,SHP002422,Brazil,USA,2019-05-16,2019-05-28,2019-05-28,Rail,Carrier_39,R336,9486.98,Low,0.84,Both,Random inspection selected,0,0,Salvador,Houston,210
2422,SHP002423,USA,South Africa,2021-09-17,2021-09-25,2021-09-29,Sea,Carrier_49,R571,11453.98,Medium,0.62,Document,Routine customs clearance without issue,4,2,New York,Johannesburg,963
2423,SHP002424,Japan,UAE,2019-02-22,2019-02-27,2019-02-28,Sea,Carrier_34,R372,21573.61,High,0.55,Both,Random inspection selected,1,1,Osaka,Abu Dhabi,879
2424,SHP002425,UAE,Brazil,2020-11-01,2020-11-11,2020-11-14,Air,Carrier_49,R762,15654.15,Medium,0.61,Document,Routine customs clearance without issue,3,1,Ajman,Brasilia,755
2425,SHP002426,India,UK,2021-10-17,2021-11-10,2021-11-12,Sea,Carrier_11,R270,9748.11,Low,0.42,Document,Random inspection selected,2,1,Mumbai,Birmingham,309
2426,SHP002427,China,India,2021-04-10,2021-04-19,2021-04-20,Sea,Carrier_37,R138,34322.99,Medium,0.25,Physical,Routine customs clearance without issue,1,1,Chengdu,Bangalore,22
2427,SHP002428,Brazil,Japan,2020-08-19,2020-09-07,2020-09-13,Rail,Carrier_16,R962,27592.36,Low,0.98,Both,Random inspection selected,6,2,Salvador,Tokyo,748
2428,SHP002429,USA,Brazil,2020-05-26,2020-06-12,2020-06-12,Rail,Carrier_39,R247,15343.5,Medium,0.96,Both,High-risk commodity flagged for inspection,0,0,Los Angeles,Salvador,727
2429,SHP002430,Australia,Germany,2022-06-06,2022-06-18,2022-06-18,Rail,Carrier_38,R119,21268.59,High,0.48,Physical,Routine customs clearance without issue,0,0,Adelaide,Frankfurt,134
2430,SHP002431,Japan,USA,2024-10-03,2024-10-23,2024-10-23,Air,Carrier_22,R567,28377.45,Low,0.05,Physical,Tariff dispute pending resolution,0,0,Kyoto,New York,697
2431,SHP002432,Germany,Japan,2022-10-26,2022-11-07,2022-11-14,Air,Carrier_4,R285,41037.16,Low,0.32,Document,Routine customs clearance without issue,7,2,Berlin,Yokohama,682
2432,SHP002433,UAE,Brazil,2019-03-30,2019-04-24,2019-05-03,Road,Carrier_13,R831,15080.33,Medium,0.06,Physical,Random inspection selected,9,2,Dubai,Brasilia,397
2433,SHP002434,India,UAE,2019-07-17,2019-07-26,2019-07-26,Air,Carrier_9,R434,1123.85,Medium,0.96,Document,Random inspection selected,0,0,Chennai,Sharjah,38
2434,SHP002435,South Africa,UAE,2019-08-10,2019-09-09,2019-09-12,Road,Carrier_41,R815,8195.56,High,0.61,Both,Random inspection selected,3,1,Durban,Dubai,910
2435,SHP002436,Japan,UAE,2022-06-05,2022-06-12,2022-06-12,Sea,Carrier_38,R735,46729.67,Medium,0.02,Physical,Incorrect HS code classification,0,0,Tokyo,Sharjah,797
2436,SHP002437,China,South Africa,2024-10-18,2024-10-25,2024-10-25,Sea,Carrier_16,R942,18271.3,High,0.42,Physical,"Suspected undervaluation, needs reassessment",0,0,Shenzhen,Durban,770
2437,SHP002438,Brazil,Japan,2019-10-08,2019-11-01,2019-11-02,Rail,Carrier_8,R441,15728.97,Low,0.4,Document,Tariff dispute pending resolution,1,1,Salvador,Tokyo,787
2438,SHP002439,Germany,USA,2024-10-10,2024-11-04,2024-11-04,Air,Carrier_18,R519,42846.04,Medium,0.15,Physical,Routine customs clearance without issue,0,0,Munich,Chicago,575
2439,SHP002440,India,Australia,2023-02-02,2023-03-01,2023-03-01,Rail,Carrier_16,R423,23036.64,Low,0.88,Document,"Incomplete paperwork, requires manual review",0,0,Mumbai,Perth,963
2440,SHP002441,Brazil,USA,2019-08-13,2019-08-28,2019-08-30,Rail,Carrier_33,R928,12027.86,Low,0.53,Document,High-risk commodity flagged for inspection,2,1,Sao Paulo,Chicago,475
2441,SHP002442,Germany,UAE,2019-04-09,2019-04-30,2019-04-30,Sea,Carrier_48,R883,17376.55,Medium,0.62,Document,"Suspected undervaluation, needs reassessment",0,0,Frankfurt,Dubai,418
2442,SHP002443,India,China,2021-06-05,2021-06-29,2021-06-29,Air,Carrier_32,R951,17378.07,High,0.4,Both,High-risk commodity flagged for inspection,0,0,Bangalore,Chengdu,550
2443,SHP002444,China,Japan,2023-05-20,2023-06-15,2023-06-16,Sea,Carrier_25,R348,26549.68,Medium,0.18,Both,Incorrect HS code classification,1,1,Chengdu,Osaka,17
2444,SHP002445,Japan,India,2024-11-30,2024-12-26,2025-01-02,Road,Carrier_27,R710,35923.18,High,0.08,Document,Random inspection selected,7,2,Yokohama,Delhi,711
2445,SHP002446,UK,Australia,2020-10-18,2020-11-04,2020-11-08,Rail,Carrier_12,R636,47959.08,Medium,0.67,Physical,Routine customs clearance without issue,4,2,Birmingham,Adelaide,851
2446,SHP002447,China,Australia,2020-04-04,2020-04-30,2020-04-30,Road,Carrier_29,R258,38002.01,Medium,0.49,Document,"Incomplete paperwork, requires manual review",0,0,Chengdu,Perth,244
2447,SHP002448,UAE,Australia,2021-07-03,2021-07-31,2021-08-02,Sea,Carrier_35,R327,6582.97,High,0.31,Both,"Suspected undervaluation, needs reassessment",2,1,Dubai,Adelaide,195
2448,SHP002449,Australia,Japan,2020-02-27,2020-03-23,2020-03-25,Road,Carrier_23,R390,9201.01,Low,0.11,Document,Tariff dispute pending resolution,2,1,Adelaide,Osaka,323
2449,SHP002450,UAE,Brazil,2019-05-25,2019-06-12,2019-06-20,Rail,Carrier_34,R627,25196.15,High,0.01,Document,Routine customs clearance without issue,8,2,Abu Dhabi,Sao Paulo,492
2450,SHP002451,UAE,India,2019-12-11,2019-12-29,2019-12-29,Road,Carrier_23,R541,2909.65,Medium,0.6,Physical,Random inspection selected,0,0,Sharjah,Mumbai,340
2451,SHP002452,Germany,India,2024-08-25,2024-08-31,2024-09-03,Rail,Carrier_14,R702,29147.25,High,0.89,Document,Tariff dispute pending resolution,3,1,Cologne,Delhi,268
2452,SHP002453,Japan,Germany,2021-09-10,2021-10-09,2021-10-12,Rail,Carrier_46,R588,49811.19,Low,0.5,Document,Tariff dispute pending resolution,3,1,Yokohama,Berlin,346
2453,SHP002454,South Africa,UAE,2020-03-19,2020-04-11,2020-04-13,Air,Carrier_27,R210,19990.75,Low,0.51,Physical,Routine customs clearance without issue,2,1,Pretoria,Sharjah,344
2454,SHP002455,India,Germany,2021-12-11,2022-01-06,2022-01-07,Sea,Carrier_9,R483,21893.1,Low,0.36,Document,Random inspection selected,1,1,Delhi,Cologne,165
2455,SHP002456,Australia,China,2024-09-08,2024-10-06,2024-10-09,Sea,Carrier_43,R677,22586.3,High,0.8,Document,High-risk commodity flagged for inspection,3,1,Brisbane,Shanghai,6
2456,SHP002457,South Africa,Australia,2024-05-13,2024-05-22,2024-05-27,Road,Carrier_25,R199,27152.31,Low,0.72,Both,High-risk commodity flagged for inspection,5,2,Johannesburg,Adelaide,18
2457,SHP002458,China,India,2019-05-03,2019-05-26,2019-05-27,Sea,Carrier_19,R328,28344.4,Low,0.29,Physical,Tariff dispute pending resolution,1,1,Guangzhou,Delhi,663
2458,SHP002459,Brazil,India,2023-11-28,2023-12-21,2023-12-25,Rail,Carrier_21,R377,1899.08,Medium,0.31,Both,High-risk commodity flagged for inspection,4,2,Rio de Janeiro,Chennai,387
2459,SHP002460,Japan,India,2024-11-07,2024-12-01,2024-12-01,Rail,Carrier_11,R248,26867.58,Medium,0.09,Physical,"Incomplete paperwork, requires manual review",0,0,Nagoya,Mumbai,9
2460,SHP002461,USA,Germany,2021-10-20,2021-10-26,2021-10-31,Air,Carrier_15,R393,31176.35,Medium,0.71,Physical,High-risk commodity flagged for inspection,5,2,Phoenix,Berlin,270
2461,SHP002462,Japan,India,2023-02-20,2023-03-13,2023-03-14,Sea,Carrier_17,R204,48689.78,Low,1.0,Document,Tariff dispute pending resolution,1,1,Osaka,Mumbai,904
2462,SHP002463,UK,China,2020-04-15,2020-04-25,2020-04-25,Air,Carrier_38,R230,3977.69,Medium,0.73,Both,Incorrect HS code classification,0,0,Liverpool,Guangzhou,418
2463,SHP002464,China,Australia,2023-04-13,2023-05-13,2023-05-16,Air,Carrier_27,R184,31592.44,Medium,0.93,Both,Routine customs clearance without issue,3,1,Beijing,Adelaide,3
2464,SHP002465,Brazil,Japan,2022-05-25,2022-06-03,2022-06-03,Sea,Carrier_10,R263,49130.96,Medium,0.04,Physical,"Suspected undervaluation, needs reassessment",0,0,Salvador,Osaka,816
2465,SHP002466,India,Brazil,2024-03-05,2024-03-17,2024-03-21,Rail,Carrier_5,R407,9251.99,High,0.51,Physical,"Suspected undervaluation, needs reassessment",4,2,Mumbai,Sao Paulo,519
2466,SHP002467,USA,UAE,2023-04-09,2023-05-04,2023-05-08,Sea,Carrier_17,R906,47298.91,Low,0.02,Document,"Incomplete paperwork, requires manual review",4,2,Chicago,Sharjah,933
2467,SHP002468,China,Japan,2024-02-04,2024-03-05,2024-03-06,Sea,Carrier_33,R681,45525.95,Low,0.11,Both,Random inspection selected,1,1,Guangzhou,Kyoto,571
2468,SHP002469,UK,USA,2022-05-29,2022-06-26,2022-06-29,Rail,Carrier_27,R673,34952.55,Low,0.04,Document,"Incomplete paperwork, requires manual review",3,1,Manchester,Houston,411
2469,SHP002470,Brazil,India,2021-03-22,2021-04-20,2021-04-21,Sea,Carrier_34,R206,48741.56,Low,0.37,Both,"Suspected undervaluation, needs reassessment",1,1,Brasilia,Bangalore,971
2470,SHP002471,Germany,USA,2022-07-13,2022-08-07,2022-08-07,Sea,Carrier_29,R994,28711.41,Low,0.18,Both,Random inspection selected,0,0,Berlin,Phoenix,668
2471,SHP002472,UK,China,2022-01-30,2022-03-01,2022-03-01,Sea,Carrier_25,R564,47991.35,High,0.54,Physical,"Incomplete paperwork, requires manual review",0,0,Birmingham,Shanghai,583
2472,SHP002473,China,Brazil,2020-03-04,2020-03-17,2020-03-20,Road,Carrier_49,R499,29523.95,Medium,0.68,Document,"Suspected undervaluation, needs reassessment",3,1,Shanghai,Sao Paulo,741
2473,SHP002474,UAE,Brazil,2019-08-12,2019-08-31,2019-09-01,Road,Carrier_2,R327,27898.0,High,0.2,Both,Incorrect HS code classification,1,1,Dubai,Fortaleza,61
2474,SHP002475,South Africa,UAE,2019-01-16,2019-02-09,2019-02-09,Air,Carrier_16,R723,15941.8,Medium,0.1,Physical,High-risk commodity flagged for inspection,0,0,Port Elizabeth,Ajman,751
2475,SHP002476,UK,Brazil,2019-10-18,2019-10-23,2019-10-23,Rail,Carrier_2,R329,3075.73,Low,0.44,Both,"Suspected undervaluation, needs reassessment",0,0,London,Brasilia,178
2476,SHP002477,South Africa,China,2022-11-25,2022-12-15,2022-12-20,Rail,Carrier_16,R189,21956.95,High,0.84,Document,"Suspected undervaluation, needs reassessment",5,2,Johannesburg,Beijing,692
2477,SHP002478,Japan,Brazil,2023-07-26,2023-08-25,2023-08-28,Sea,Carrier_11,R429,21874.04,Low,0.56,Physical,Random inspection selected,3,1,Yokohama,Brasilia,790
2478,SHP002479,UAE,Brazil,2024-11-04,2024-11-21,2024-11-23,Rail,Carrier_39,R407,46454.28,High,0.58,Both,Random inspection selected,2,1,Dubai,Salvador,334
2479,SHP002480,South Africa,Brazil,2024-10-17,2024-10-24,2024-10-27,Rail,Carrier_1,R765,3071.18,Medium,0.03,Document,"Incomplete paperwork, requires manual review",3,1,Durban,Brasilia,427
2480,SHP002481,India,South Africa,2024-06-14,2024-07-13,2024-07-13,Air,Carrier_42,R592,40030.88,Low,0.97,Document,Incorrect HS code classification,0,0,Delhi,Pretoria,131
2481,SHP002482,India,USA,2019-10-30,2019-11-18,2019-11-22,Sea,Carrier_37,R820,18720.62,Low,0.56,Physical,"Incomplete paperwork, requires manual review",4,2,Bangalore,Houston,570
2482,SHP002483,Brazil,Japan,2022-04-18,2022-04-25,2022-04-27,Road,Carrier_22,R969,20782.92,Low,0.54,Physical,"Suspected undervaluation, needs reassessment",2,1,Sao Paulo,Nagoya,921
2483,SHP002484,South Africa,Brazil,2023-07-26,2023-08-22,2023-08-25,Road,Carrier_24,R265,47576.97,Low,0.65,Both,High-risk commodity flagged for inspection,3,1,Cape Town,Brasilia,592
2484,SHP002485,Japan,Germany,2019-01-06,2019-02-04,2019-02-04,Sea,Carrier_20,R732,24715.55,Medium,0.0,Physical,"Suspected undervaluation, needs reassessment",0,0,Osaka,Munich,814
2485,SHP002486,UK,India,2024-05-10,2024-06-04,2024-06-04,Rail,Carrier_16,R206,17803.82,High,0.4,Physical,Random inspection selected,0,0,Edinburgh,Kolkata,892
2486,SHP002487,South Africa,UAE,2020-09-15,2020-09-26,2020-09-26,Road,Carrier_34,R485,9322.13,High,1.0,Document,Incorrect HS code classification,0,0,Port Elizabeth,Ajman,535
2487,SHP002488,UAE,India,2021-12-04,2021-12-31,2021-12-31,Sea,Carrier_16,R380,9041.61,Medium,0.46,Document,"Incomplete paperwork, requires manual review",0,0,Sharjah,Chennai,924
2488,SHP002489,UK,China,2023-02-05,2023-02-21,2023-02-21,Sea,Carrier_31,R993,10842.67,Low,0.63,Both,"Incomplete paperwork, requires manual review",0,0,Birmingham,Shenzhen,88
2489,SHP002490,UK,USA,2022-10-20,2022-10-25,2022-10-25,Rail,Carrier_45,R930,19973.67,Medium,0.17,Document,High-risk commodity flagged for inspection,0,0,Liverpool,Chicago,534
2490,SHP002491,Australia,South Africa,2024-01-09,2024-01-14,2024-01-16,Sea,Carrier_19,R778,5471.28,Low,0.52,Both,"Suspected undervaluation, needs reassessment",2,1,Brisbane,Johannesburg,861
2491,SHP002492,Germany,Japan,2020-06-25,2020-07-15,2020-07-15,Sea,Carrier_47,R653,17214.52,Medium,0.21,Physical,Incorrect HS code classification,0,0,Munich,Kyoto,912
2492,SHP002493,China,UK,2019-04-08,2019-05-02,2019-05-02,Air,Carrier_25,R154,4254.4,High,0.02,Both,"Incomplete paperwork, requires manual review",0,0,Chengdu,Liverpool,15
2493,SHP002494,India,UK,2023-10-04,2023-10-11,2023-10-13,Rail,Carrier_5,R966,9404.14,Medium,0.2,Both,Incorrect HS code classification,2,1,Bangalore,Birmingham,88
2494,SHP002495,South Africa,India,2020-07-24,2020-07-31,2020-07-31,Air,Carrier_1,R148,31059.41,High,1.0,Document,"Suspected undervaluation, needs reassessment",0,0,Durban,Chennai,245
2495,SHP002496,UK,China,2023-07-17,2023-08-06,2023-08-09,Air,Carrier_13,R790,46953.03,Medium,0.07,Both,"Incomplete paperwork, requires manual review",3,1,Manchester,Beijing,850
2496,SHP002497,UAE,South Africa,2021-09-30,2021-10-25,2021-10-25,Rail,Carrier_24,R424,6501.37,Low,0.61,Physical,Routine customs clearance without issue,0,0,Abu Dhabi,Port Elizabeth,990
2497,SHP002498,South Africa,Australia,2020-07-11,2020-07-20,2020-07-21,Sea,Carrier_27,R318,36076.65,Medium,0.05,Document,"Incomplete paperwork, requires manual review",1,1,Johannesburg,Perth,332
2498,SHP002499,Germany,China,2020-09-29,2020-10-10,2020-10-11,Rail,Carrier_17,R882,45829.04,High,0.59,Physical,Random inspection selected,1,1,Berlin,Shanghai,435
2499,SHP002500,Australia,India,2023-08-23,2023-09-11,2023-09-12,Rail,Carrier_18,R115,27630.98,Low,0.05,Both,Incorrect HS code classification,1,1,Adelaide,Delhi,251
2500,SHP002501,Germany,USA,2022-11-07,2022-11-16,2022-11-16,Air,Carrier_41,R924,28519.99,High,0.43,Physical,Tariff dispute pending resolution,0,0,Berlin,Houston,805
2501,SHP002502,Australia,Brazil,2022-08-07,2022-08-17,2022-08-17,Air,Carrier_21,R289,19979.34,High,0.73,Both,Random inspection selected,0,0,Perth,Fortaleza,826
2502,SHP002503,Germany,UAE,2023-11-17,2023-12-08,2023-12-08,Sea,Carrier_8,R176,15567.73,Medium,0.05,Physical,Incorrect HS code classification,0,0,Berlin,Dubai,23
2503,SHP002504,South Africa,China,2022-08-05,2022-08-27,2022-09-02,Rail,Carrier_31,R187,6468.56,High,0.85,Both,Routine customs clearance without issue,6,2,Cape Town,Guangzhou,7
2504,SHP002505,China,UAE,2020-11-14,2020-12-13,2020-12-13,Rail,Carrier_34,R590,4561.51,Low,0.85,Both,High-risk commodity flagged for inspection,0,0,Shanghai,Dubai,632
2505,SHP002506,China,Japan,2023-05-18,2023-05-30,2023-06-04,Rail,Carrier_11,R219,49803.56,Low,0.19,Physical,High-risk commodity flagged for inspection,5,2,Beijing,Osaka,478
2506,SHP002507,Germany,UK,2024-09-14,2024-09-28,2024-09-30,Sea,Carrier_35,R915,28220.41,High,0.92,Both,Incorrect HS code classification,2,1,Hamburg,Birmingham,841
2507,SHP002508,Australia,UAE,2024-04-02,2024-05-01,2024-05-02,Air,Carrier_47,R566,31776.09,High,0.86,Document,Routine customs clearance without issue,1,1,Brisbane,Ras Al Khaimah,586
2508,SHP002509,Japan,India,2020-08-21,2020-09-03,2020-09-03,Rail,Carrier_18,R798,10298.41,Low,0.46,Document,Tariff dispute pending resolution,0,0,Tokyo,Delhi,523
2509,SHP002510,China,Brazil,2024-12-01,2024-12-19,2024-12-22,Air,Carrier_23,R502,16360.29,Low,0.36,Document,Incorrect HS code classification,3,1,Chengdu,Sao Paulo,206
2510,SHP002511,Brazil,USA,2021-04-20,2021-05-01,2021-05-03,Sea,Carrier_1,R656,39411.91,High,0.23,Both,"Suspected undervaluation, needs reassessment",2,1,Salvador,Houston,250
2511,SHP002512,USA,Germany,2021-11-01,2021-11-26,2021-11-27,Air,Carrier_33,R577,21181.31,High,0.27,Both,Incorrect HS code classification,1,1,Los Angeles,Frankfurt,514
2512,SHP002513,South Africa,Germany,2019-12-07,2019-12-17,2019-12-18,Rail,Carrier_15,R833,41544.84,Low,0.93,Physical,"Incomplete paperwork, requires manual review",1,1,Johannesburg,Frankfurt,906
2513,SHP002514,UAE,USA,2019-01-27,2019-02-03,2019-02-03,Rail,Carrier_2,R663,12609.47,High,0.96,Physical,Tariff dispute pending resolution,0,0,Ajman,Phoenix,585
2514,SHP002515,USA,South Africa,2023-10-27,2023-11-25,2023-11-25,Air,Carrier_41,R505,8265.84,High,0.67,Document,Random inspection selected,0,0,Houston,Pretoria,284
2515,SHP002516,Japan,India,2019-03-21,2019-03-26,2019-03-27,Road,Carrier_6,R133,17467.84,High,0.48,Document,"Suspected undervaluation, needs reassessment",1,1,Yokohama,Chennai,216
2516,SHP002517,USA,Germany,2023-10-25,2023-11-04,2023-11-04,Air,Carrier_45,R148,17593.35,Low,0.27,Physical,High-risk commodity flagged for inspection,0,0,Los Angeles,Cologne,929
2517,SHP002518,Japan,China,2020-09-20,2020-10-18,2020-10-25,Air,Carrier_1,R822,5646.69,Medium,0.19,Physical,Tariff dispute pending resolution,7,2,Osaka,Beijing,738
2518,SHP002519,Japan,Germany,2020-04-14,2020-05-02,2020-05-02,Air,Carrier_36,R130,33743.61,Low,0.96,Physical,Tariff dispute pending resolution,0,0,Osaka,Munich,612
2519,SHP002520,UK,UAE,2024-04-14,2024-05-12,2024-05-17,Road,Carrier_1,R354,2050.55,Medium,0.86,Physical,"Incomplete paperwork, requires manual review",5,2,Edinburgh,Abu Dhabi,45
2520,SHP002521,UK,India,2023-11-21,2023-12-08,2023-12-08,Road,Carrier_38,R575,9450.14,Medium,0.32,Both,Random inspection selected,0,0,Edinburgh,Kolkata,947
2521,SHP002522,South Africa,China,2020-02-13,2020-02-28,2020-02-28,Sea,Carrier_32,R516,27435.82,Low,0.85,Both,"Incomplete paperwork, requires manual review",0,0,Durban,Shanghai,699
